agents_in_the_system,lt_difference,lower_bound,upper_bound,verifica
152,4.039114556734148,-13.195004147553853,21.27323326102215,x
153,3.430404035276297,-9.320458072621772,16.181266143174366,x
154,2.6907431970830658,1.543352586672776,3.8381338074933558,x
155,3.045573730081742,2.5965534498411404,3.494594010322343,x
156,3.998650159016961,-2.6290521731604013,10.626352491194323,x
157,5.204540137105596,-12.282623784532603,22.691704058743795,x
158,6.309122306950485,-26.033644668890908,38.65188928279188,x
159,11.619955464488612,-47.540019305412386,70.77993023438961,x
160,14.044410937416615,-63.79033332448333,91.87915519931656,x
161,15.934262816048431,-50.07497256879964,81.9434982008965,x
162,14.827750970779107,0.42598035299273995,29.229521588565476,x
163,12.273379615965496,-27.293068463322662,51.83982769525365,x
164,15.42498161442245,-42.92394150910341,73.7739047379483,x
165,12.485299496077914,-24.250513098186268,49.221112090342096,x
166,8.125581834623517,-1.0893612012819087,17.340524870528945,x
167,8.109774408980684,-4.836751321644391,21.05630013960576,x
168,14.205785829813522,-21.4876078647006,49.89917952432764,x
169,13.841493600938065,-37.458973372026826,65.14196057390296,x
170,14.954858097544275,-64.32108396430358,94.23080015939213,x
171,10.427379898671006,-30.48770569470244,51.342465492044454,x
172,4.25866002919156,-12.962375423192785,21.479695481575906,x
173,2.5693014942326045,-2.9542782709026847,8.092881259367893,x
174,12.984493263137665,,,
175,17.372956868020992,,,
176,19.163988014289316,,,
177,17.569944058396686,,,
178,26.18086147963004,,,
179,33.25608299524538,,,
180,35.64209577168458,,,
181,40.263085555123325,,,
182,34.03155423172029,,,
183,23.03034671567002,,,
184,17.06096338390853,,,
185,21.48344695198648,,,
186,16.81176594621229,,,
187,15.002263144567223,,,
188,10.957331790676108,,,
189,15.662214930382106,,,
190,10.329009245987436,,,
191,7.229483209805039,,,
192,1.259335863735032,,,
193,2.7705333555932157,,,
194,1.322305050277464,,,
195,0.6341760097084261,,,
196,1.9593879131352878,,,
197,1.7263243383613371,,,
198,2.0296824165552607,,,
199,5.039383082196764,,,
200,7.803179117944637,,,
201,10.576374067192774,,,
202,8.78419434422267,,,
203,6.157170633147871,,,
204,7.460221219262166,,,
205,3.6039631768226172,,,
206,4.070586238731266,,,
207,8.481672776149935,,,
208,21.021363695204855,,,
209,28.027755169729062,,,
210,24.96948286024508,,,
211,25.68295411993404,,,
212,36.5098611990752,,,
213,41.50206803094443,,,
214,40.46582436920562,,,
215,39.848185768358235,,,
216,35.604555382188664,,,
217,31.905503736218634,,,
218,27.276769976641845,,,
219,38.627065615843094,,,
220,45.925759249555085,,,
221,34.155717457639184,,,
222,24.308797018591576,,,
223,28.666628353506894,,,
224,32.949396694521056,,,
225,44.179893729819014,,,
226,42.55124976321167,,,
227,29.57283734853263,,,
228,26.30871789869525,,,
229,32.1656704144807,,,
230,49.11949781973817,,,
231,55.46098187212192,,,
232,50.60326638261722,,,
233,54.490248627127585,,,
234,49.4007576676031,,,
235,48.637306251484915,,,
236,56.74387454281896,,,
237,66.69236293598806,,,
238,55.322035461527776,,,
239,59.240835383079684,,,
240,69.13601477227166,,,
241,49.27426435367852,,,
242,26.735313187480642,,,
243,25.649873012318494,,,
244,31.24145281797246,,,
245,25.398748744824843,,,
246,27.238582408415823,,,
247,29.562215847608968,,,
248,50.305222083034096,,,
249,59.35470423865081,,,
250,63.38141004958925,,,
251,79.10840495958291,,,
252,65.04874985047172,,,
253,61.371232545649036,,,
254,53.78404689197123,,,
255,38.555859100919406,,,
256,28.74635458411649,,,
257,16.51939601288177,,,
258,4.669505210609714,,,
259,1.0119940318818408,,,
260,0.01490275643664063,,,
