File,Description
Config4432,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4441,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4442,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4451,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4452,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4461,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4462,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4471,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4472,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4481,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4482,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4491,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4492,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4501,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4502,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4511,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4512,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4521,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4522,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4531,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4532,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4541,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4542,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4551,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4552,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4561,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4562,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4571,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4572,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4581,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4582,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4591,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4592,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4601,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4602,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4611,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4612,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4621,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4622,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4631,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4632,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4641,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4642,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4651,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4652,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4661,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4662,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4671,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4672,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.4s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4681,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4682,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4691,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4692,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4701,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4702,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4711,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4712,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4721,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4722,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4731,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4732,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4741,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4742,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4751,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4752,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4761,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4762,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4771,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4772,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4781,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4782,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4791,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4792,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4801,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4802,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4811,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4812,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4821,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4822,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4831,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4832,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4841,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4842,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4851,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4852,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4861,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4862,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4871,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4872,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4881,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4882,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4891,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4892,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4901,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4902,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4911,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4912,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config4921,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4922,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config4931,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4932,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config4941,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4942,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config4951,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4952,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config4961,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4962,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config4971,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4972,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config4981,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4982,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config4991,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config4992,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5001,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5002,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5011,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5012,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5021,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5022,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5031,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5032,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.3s, m2=0.2s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5041,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5042,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5051,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5052,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5061,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5062,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5071,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5072,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5081,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5082,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5091,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5092,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5101,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5102,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5111,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5112,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5121,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5122,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.4s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5131,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5132,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5141,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5142,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5151,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5152,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5161,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5162,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5171,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5172,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5181,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5182,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5191,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5192,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5201,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5202,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5211,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5212,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5221,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5222,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5231,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5232,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)"
Config5241,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5242,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)"
Config5251,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5252,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)"
Config5261,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5262,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)"
Config5271,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5272,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)"
Config5281,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5282,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)"
Config5291,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5292,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)"
Config5301,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5302,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)"
Config5311,"Configuration with Strategy=0, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
Config5312,"Configuration with Strategy=1, N=1, lambda=1.0s, m1=0.25s, m2=0.2s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)"
