File,Description,mean_W,ci_low_W,ci_high_W,mean_U,ci_low_U,ci_high_U,max_W,ci_low_max_W,ci_high_max_W,min_W,ci_low_min_W,ci_high_min_W,mean_utilization_Q1,ci_low_utilization_Q1,ci_high_utilization_Q1,mean_utilization_Q2,ci_low_utilization_Q2,ci_high_utilization_Q2
Config2256,"Configuration with Strategy=1, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5250.532663004571,5204.087135828573,5296.978190180569,-5249.601608877373,-5296.047209529449,-5203.156008225297,9999.750487393378,5204.087135828573,5296.978190180569,500.700161389112,5204.087135828573,5296.978190180569,4.707433036765053e-05,4.6741148155995236e-05,4.7407512579305825e-05,4.817419789960497e-05,4.782810173334156e-05,4.852029406586838e-05
Config2257,"Configuration with Strategy=0, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5260.608788930739,5214.094224719571,5307.1233531419075,-5259.624439168037,-5306.139039786804,-5213.10983854927,9996.508582904306,5214.094224719571,5307.1233531419075,500.077859980286,5214.094224719571,5307.1233531419075,4.799385678633134e-05,4.765641046737471e-05,4.8331303105287975e-05,3.7366415066138545e-05,3.7132797797422014e-05,3.7600032334855075e-05
Config2258,"Configuration with Strategy=1, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5246.68090194103,5200.3416737260595,5293.020130156001,-5247.0268413577105,-5293.366093340299,-5200.687589375122,9998.16776863867,5200.3416737260595,5293.020130156001,500.286758758399,5200.3416737260595,5293.020130156001,4.757147614290471e-05,4.723754673172368e-05,4.790540555408574e-05,4.852719949531713e-05,4.818215811538426e-05,4.887224087525e-05
Config2259,"Configuration with Strategy=0, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5261.526329474197,5214.811567662243,5308.2410912861515,-5260.154581126637,-5306.869309878578,-5213.439852374696,9999.842056531774,5214.811567662243,5308.2410912861515,502.107812409096,5214.811567662243,5308.2410912861515,4.9627791563275434e-05,4.927234557657612e-05,4.9983237549974746e-05,3.767897513187641e-05,3.744239721652949e-05,3.791555304722333e-05
Config2260,"Configuration with Strategy=1, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5268.958777197823,5222.734387891115,5315.183166504531,-5267.769591557998,-5313.99398042082,-5221.545202695176,9999.865503132754,5222.734387891115,5315.183166504531,503.208960795862,5222.734387891115,5315.183166504531,4.690211528539937e-05,4.657640158568794e-05,4.72278289851108e-05,4.7996160307175425e-05,4.765785899153423e-05,4.833446162281662e-05
Config2263,"Configuration with Strategy=0, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",5242.8175962941,5195.967226217043,5289.6679663711575,-5243.333510970513,-5290.183987392153,-5196.483034548874,9995.587235927984,5195.967226217043,5289.6679663711575,500.083176414201,5195.967226217043,5289.6679663711575,4.9495149475351414e-05,4.913661318715763e-05,4.98536857635452e-05,3.772019161857342e-05,3.748186646329352e-05,3.7958516773853315e-05
Config2264,"Configuration with Strategy=1, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",5234.887950879502,5188.510118762467,5281.2657829965365,-5234.835295337741,-5281.213332481054,-5188.457258194428,9999.945039946922,5188.510118762467,5281.2657829965365,500.184977476866,5188.510118762467,5281.2657829965365,4.728579534707774e-05,4.694893410715074e-05,4.762265658700474e-05,4.930966469428008e-05,4.894932160012538e-05,4.967000778843478e-05
Config2265,"Configuration with Strategy=0, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",5261.031917678504,5214.476623101451,5307.5872122555575,-5261.860743823455,-5308.415849177408,-5215.305638469502,9999.331715257604,5214.476623101451,5307.5872122555575,500.012344440947,5214.476623101451,5307.5872122555575,4.864049807870033e-05,4.829491805197498e-05,4.898607810542568e-05,3.731064845907022e-05,3.7077235230989036e-05,3.7544061687151404e-05
Config2266,"Configuration with Strategy=1, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",5250.532663004571,5204.087135828573,5296.978190180569,-5249.601608877373,-5296.047209529449,-5203.156008225297,9999.750487393378,5204.087135828573,5296.978190180569,500.700161389112,5204.087135828573,5296.978190180569,4.707433036765053e-05,4.6741148155995236e-05,4.7407512579305825e-05,4.817419789960497e-05,4.782810173334156e-05,4.852029406586838e-05
Config2267,"Configuration with Strategy=0, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",5260.608788930739,5214.094224719571,5307.1233531419075,-5259.624439168037,-5306.139039786804,-5213.10983854927,9996.508582904306,5214.094224719571,5307.1233531419075,500.077859980286,5214.094224719571,5307.1233531419075,4.799385678633134e-05,4.765641046737471e-05,4.8331303105287975e-05,3.7366415066138545e-05,3.7132797797422014e-05,3.7600032334855075e-05
Config2268,"Configuration with Strategy=1, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",5246.68090194103,5200.3416737260595,5293.020130156001,-5247.0268413577105,-5293.366093340299,-5200.687589375122,9998.16776863867,5200.3416737260595,5293.020130156001,500.286758758399,5200.3416737260595,5293.020130156001,4.757147614290471e-05,4.723754673172368e-05,4.790540555408574e-05,4.852719949531713e-05,4.818215811538426e-05,4.887224087525e-05
Config2269,"Configuration with Strategy=0, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",5261.526329474197,5214.811567662243,5308.2410912861515,-5260.154581126637,-5306.869309878578,-5213.439852374696,9999.842056531774,5214.811567662243,5308.2410912861515,502.107812409096,5214.811567662243,5308.2410912861515,4.9627791563275434e-05,4.927234557657612e-05,4.9983237549974746e-05,3.767897513187641e-05,3.744239721652949e-05,3.791555304722333e-05
Config2270,"Configuration with Strategy=1, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",5268.958777197823,5222.734387891115,5315.183166504531,-5267.769591557998,-5313.99398042082,-5221.545202695176,9999.865503132754,5222.734387891115,5315.183166504531,503.208960795862,5222.734387891115,5315.183166504531,4.690211528539937e-05,4.657640158568794e-05,4.72278289851108e-05,4.7996160307175425e-05,4.765785899153423e-05,4.833446162281662e-05
Config2273,"Configuration with Strategy=0, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",5242.8175962941,5195.967226217043,5289.6679663711575,-5243.333510970513,-5290.183987392153,-5196.483034548874,9995.587235927984,5195.967226217043,5289.6679663711575,500.083176414201,5195.967226217043,5289.6679663711575,4.9495149475351414e-05,4.913661318715763e-05,4.98536857635452e-05,3.772019161857342e-05,3.748186646329352e-05,3.7958516773853315e-05
Config2274,"Configuration with Strategy=1, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",5234.887950879502,5188.510118762467,5281.2657829965365,-5234.835295337741,-5281.213332481054,-5188.457258194428,9999.945039946922,5188.510118762467,5281.2657829965365,500.184977476866,5188.510118762467,5281.2657829965365,4.728579534707774e-05,4.694893410715074e-05,4.762265658700474e-05,4.930966469428008e-05,4.894932160012538e-05,4.967000778843478e-05
Config2275,"Configuration with Strategy=0, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",5261.031917678504,5214.476623101451,5307.5872122555575,-5261.860743823455,-5308.415849177408,-5215.305638469502,9999.331715257604,5214.476623101451,5307.5872122555575,500.012344440947,5214.476623101451,5307.5872122555575,4.864049807870033e-05,4.829491805197498e-05,4.898607810542568e-05,3.731064845907022e-05,3.7077235230989036e-05,3.7544061687151404e-05
Config2276,"Configuration with Strategy=1, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",5250.532663004571,5204.087135828573,5296.978190180569,-5249.601608877373,-5296.047209529449,-5203.156008225297,9999.750487393378,5204.087135828573,5296.978190180569,500.700161389112,5204.087135828573,5296.978190180569,4.707433036765053e-05,4.6741148155995236e-05,4.7407512579305825e-05,4.817419789960497e-05,4.782810173334156e-05,4.852029406586838e-05
Config2277,"Configuration with Strategy=0, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",5260.608788930739,5214.094224719571,5307.1233531419075,-5259.624439168037,-5306.139039786804,-5213.10983854927,9996.508582904306,5214.094224719571,5307.1233531419075,500.077859980286,5214.094224719571,5307.1233531419075,4.799385678633134e-05,4.765641046737471e-05,4.8331303105287975e-05,3.7366415066138545e-05,3.7132797797422014e-05,3.7600032334855075e-05
Config2278,"Configuration with Strategy=1, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",5246.68090194103,5200.3416737260595,5293.020130156001,-5247.0268413577105,-5293.366093340299,-5200.687589375122,9998.16776863867,5200.3416737260595,5293.020130156001,500.286758758399,5200.3416737260595,5293.020130156001,4.757147614290471e-05,4.723754673172368e-05,4.790540555408574e-05,4.852719949531713e-05,4.818215811538426e-05,4.887224087525e-05
Config2279,"Configuration with Strategy=0, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",5261.526329474197,5214.811567662243,5308.2410912861515,-5260.154581126637,-5306.869309878578,-5213.439852374696,9999.842056531774,5214.811567662243,5308.2410912861515,502.107812409096,5214.811567662243,5308.2410912861515,4.9627791563275434e-05,4.927234557657612e-05,4.9983237549974746e-05,3.767897513187641e-05,3.744239721652949e-05,3.791555304722333e-05
Config2280,"Configuration with Strategy=1, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",5268.958777197823,5222.734387891115,5315.183166504531,-5267.769591557998,-5313.99398042082,-5221.545202695176,9999.865503132754,5222.734387891115,5315.183166504531,503.208960795862,5222.734387891115,5315.183166504531,4.690211528539937e-05,4.657640158568794e-05,4.72278289851108e-05,4.7996160307175425e-05,4.765785899153423e-05,4.833446162281662e-05
Config2283,"Configuration with Strategy=0, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5242.8175962941,5195.967226217043,5289.6679663711575,-5243.333510970513,-5290.183987392153,-5196.483034548874,9995.587235927984,5195.967226217043,5289.6679663711575,500.083176414201,5195.967226217043,5289.6679663711575,4.9495149475351414e-05,4.913661318715763e-05,4.98536857635452e-05,3.772019161857342e-05,3.748186646329352e-05,3.7958516773853315e-05
Config2284,"Configuration with Strategy=1, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5234.887950879502,5188.510118762467,5281.2657829965365,-5234.835295337741,-5281.213332481054,-5188.457258194428,9999.945039946922,5188.510118762467,5281.2657829965365,500.184977476866,5188.510118762467,5281.2657829965365,4.728579534707774e-05,4.694893410715074e-05,4.762265658700474e-05,4.930966469428008e-05,4.894932160012538e-05,4.967000778843478e-05
Config2285,"Configuration with Strategy=0, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5261.031917678504,5214.476623101451,5307.5872122555575,-5261.860743823455,-5308.415849177408,-5215.305638469502,9999.331715257604,5214.476623101451,5307.5872122555575,500.012344440947,5214.476623101451,5307.5872122555575,4.864049807870033e-05,4.829491805197498e-05,4.898607810542568e-05,3.731064845907022e-05,3.7077235230989036e-05,3.7544061687151404e-05
Config2286,"Configuration with Strategy=1, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5250.532663004571,5204.087135828573,5296.978190180569,-5249.601608877373,-5296.047209529449,-5203.156008225297,9999.750487393378,5204.087135828573,5296.978190180569,500.700161389112,5204.087135828573,5296.978190180569,4.707433036765053e-05,4.6741148155995236e-05,4.7407512579305825e-05,4.817419789960497e-05,4.782810173334156e-05,4.852029406586838e-05
Config2287,"Configuration with Strategy=0, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5260.608788930739,5214.094224719571,5307.1233531419075,-5259.624439168037,-5306.139039786804,-5213.10983854927,9996.508582904306,5214.094224719571,5307.1233531419075,500.077859980286,5214.094224719571,5307.1233531419075,4.799385678633134e-05,4.765641046737471e-05,4.8331303105287975e-05,3.7366415066138545e-05,3.7132797797422014e-05,3.7600032334855075e-05
Config2288,"Configuration with Strategy=1, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5246.68090194103,5200.3416737260595,5293.020130156001,-5247.0268413577105,-5293.366093340299,-5200.687589375122,9998.16776863867,5200.3416737260595,5293.020130156001,500.286758758399,5200.3416737260595,5293.020130156001,4.757147614290471e-05,4.723754673172368e-05,4.790540555408574e-05,4.852719949531713e-05,4.818215811538426e-05,4.887224087525e-05
Config2289,"Configuration with Strategy=0, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5261.526329474197,5214.811567662243,5308.2410912861515,-5260.154581126637,-5306.869309878578,-5213.439852374696,9999.842056531774,5214.811567662243,5308.2410912861515,502.107812409096,5214.811567662243,5308.2410912861515,4.9627791563275434e-05,4.927234557657612e-05,4.9983237549974746e-05,3.767897513187641e-05,3.744239721652949e-05,3.791555304722333e-05
Config2290,"Configuration with Strategy=1, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5268.958777197823,5222.734387891115,5315.183166504531,-5267.769591557998,-5313.99398042082,-5221.545202695176,9999.865503132754,5222.734387891115,5315.183166504531,503.208960795862,5222.734387891115,5315.183166504531,4.690211528539937e-05,4.657640158568794e-05,4.72278289851108e-05,4.7996160307175425e-05,4.765785899153423e-05,4.833446162281662e-05
Config2293,"Configuration with Strategy=0, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5242.8175962941,5195.967226217043,5289.6679663711575,-5243.333510970513,-5290.183987392153,-5196.483034548874,9995.587235927984,5195.967226217043,5289.6679663711575,500.083176414201,5195.967226217043,5289.6679663711575,4.9495149475351414e-05,4.913661318715763e-05,4.98536857635452e-05,3.772019161857342e-05,3.748186646329352e-05,3.7958516773853315e-05
Config2294,"Configuration with Strategy=1, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5234.887950879502,5188.510118762467,5281.2657829965365,-5234.835295337741,-5281.213332481054,-5188.457258194428,9999.945039946922,5188.510118762467,5281.2657829965365,500.184977476866,5188.510118762467,5281.2657829965365,4.728579534707774e-05,4.694893410715074e-05,4.762265658700474e-05,4.930966469428008e-05,4.894932160012538e-05,4.967000778843478e-05
Config2295,"Configuration with Strategy=0, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5261.031917678504,5214.476623101451,5307.5872122555575,-5261.860743823455,-5308.415849177408,-5215.305638469502,9999.331715257604,5214.476623101451,5307.5872122555575,500.012344440947,5214.476623101451,5307.5872122555575,4.864049807870033e-05,4.829491805197498e-05,4.898607810542568e-05,3.731064845907022e-05,3.7077235230989036e-05,3.7544061687151404e-05
Config2296,"Configuration with Strategy=1, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5250.532663004571,5204.087135828573,5296.978190180569,-5249.601608877373,-5296.047209529449,-5203.156008225297,9999.750487393378,5204.087135828573,5296.978190180569,500.700161389112,5204.087135828573,5296.978190180569,4.707433036765053e-05,4.6741148155995236e-05,4.7407512579305825e-05,4.817419789960497e-05,4.782810173334156e-05,4.852029406586838e-05
Config2297,"Configuration with Strategy=0, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5260.608788930739,5214.094224719571,5307.1233531419075,-5259.624439168037,-5306.139039786804,-5213.10983854927,9996.508582904306,5214.094224719571,5307.1233531419075,500.077859980286,5214.094224719571,5307.1233531419075,4.799385678633134e-05,4.765641046737471e-05,4.8331303105287975e-05,3.7366415066138545e-05,3.7132797797422014e-05,3.7600032334855075e-05
Config2298,"Configuration with Strategy=1, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5246.68090194103,5200.3416737260595,5293.020130156001,-5247.0268413577105,-5293.366093340299,-5200.687589375122,9998.16776863867,5200.3416737260595,5293.020130156001,500.286758758399,5200.3416737260595,5293.020130156001,4.757147614290471e-05,4.723754673172368e-05,4.790540555408574e-05,4.852719949531713e-05,4.818215811538426e-05,4.887224087525e-05
Config2299,"Configuration with Strategy=0, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5261.526329474197,5214.811567662243,5308.2410912861515,-5260.154581126637,-5306.869309878578,-5213.439852374696,9999.842056531774,5214.811567662243,5308.2410912861515,502.107812409096,5214.811567662243,5308.2410912861515,4.9627791563275434e-05,4.927234557657612e-05,4.9983237549974746e-05,3.767897513187641e-05,3.744239721652949e-05,3.791555304722333e-05
Config2300,"Configuration with Strategy=1, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5268.958777197823,5222.734387891115,5315.183166504531,-5267.769591557998,-5313.99398042082,-5221.545202695176,9999.865503132754,5222.734387891115,5315.183166504531,503.208960795862,5222.734387891115,5315.183166504531,4.690211528539937e-05,4.657640158568794e-05,4.72278289851108e-05,4.7996160307175425e-05,4.765785899153423e-05,4.833446162281662e-05
Config2303,"Configuration with Strategy=0, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5242.8175962941,5195.967226217043,5289.6679663711575,-5243.333510970513,-5290.183987392153,-5196.483034548874,9995.587235927984,5195.967226217043,5289.6679663711575,500.083176414201,5195.967226217043,5289.6679663711575,4.9495149475351414e-05,4.913661318715763e-05,4.98536857635452e-05,3.772019161857342e-05,3.748186646329352e-05,3.7958516773853315e-05
Config2304,"Configuration with Strategy=1, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5234.887950879502,5188.510118762467,5281.2657829965365,-5234.835295337741,-5281.213332481054,-5188.457258194428,9999.945039946922,5188.510118762467,5281.2657829965365,500.184977476866,5188.510118762467,5281.2657829965365,4.728579534707774e-05,4.694893410715074e-05,4.762265658700474e-05,4.930966469428008e-05,4.894932160012538e-05,4.967000778843478e-05
Config2305,"Configuration with Strategy=0, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5261.031917678504,5214.476623101451,5307.5872122555575,-5261.860743823455,-5308.415849177408,-5215.305638469502,9999.331715257604,5214.476623101451,5307.5872122555575,500.012344440947,5214.476623101451,5307.5872122555575,4.864049807870033e-05,4.829491805197498e-05,4.898607810542568e-05,3.731064845907022e-05,3.7077235230989036e-05,3.7544061687151404e-05
Config2306,"Configuration with Strategy=1, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5250.532663004571,5204.087135828573,5296.978190180569,-5249.601608877373,-5296.047209529449,-5203.156008225297,9999.750487393378,5204.087135828573,5296.978190180569,500.700161389112,5204.087135828573,5296.978190180569,4.707433036765053e-05,4.6741148155995236e-05,4.7407512579305825e-05,4.817419789960497e-05,4.782810173334156e-05,4.852029406586838e-05
Config2307,"Configuration with Strategy=0, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5260.608788930739,5214.094224719571,5307.1233531419075,-5259.624439168037,-5306.139039786804,-5213.10983854927,9996.508582904306,5214.094224719571,5307.1233531419075,500.077859980286,5214.094224719571,5307.1233531419075,4.799385678633134e-05,4.765641046737471e-05,4.8331303105287975e-05,3.7366415066138545e-05,3.7132797797422014e-05,3.7600032334855075e-05
Config2308,"Configuration with Strategy=1, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5246.68090194103,5200.3416737260595,5293.020130156001,-5247.0268413577105,-5293.366093340299,-5200.687589375122,9998.16776863867,5200.3416737260595,5293.020130156001,500.286758758399,5200.3416737260595,5293.020130156001,4.757147614290471e-05,4.723754673172368e-05,4.790540555408574e-05,4.852719949531713e-05,4.818215811538426e-05,4.887224087525e-05
Config2309,"Configuration with Strategy=0, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5261.526329474197,5214.811567662243,5308.2410912861515,-5260.154581126637,-5306.869309878578,-5213.439852374696,9999.842056531774,5214.811567662243,5308.2410912861515,502.107812409096,5214.811567662243,5308.2410912861515,4.9627791563275434e-05,4.927234557657612e-05,4.9983237549974746e-05,3.767897513187641e-05,3.744239721652949e-05,3.791555304722333e-05
Config2310,"Configuration with Strategy=1, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5268.958777197823,5222.734387891115,5315.183166504531,-5267.769591557998,-5313.99398042082,-5221.545202695176,9999.865503132754,5222.734387891115,5315.183166504531,503.208960795862,5222.734387891115,5315.183166504531,4.690211528539937e-05,4.657640158568794e-05,4.72278289851108e-05,4.7996160307175425e-05,4.765785899153423e-05,4.833446162281662e-05
Config2313,"Configuration with Strategy=0, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5242.8175962941,5195.967226217043,5289.6679663711575,-5243.333510970513,-5290.183987392153,-5196.483034548874,9995.587235927984,5195.967226217043,5289.6679663711575,500.083176414201,5195.967226217043,5289.6679663711575,4.9495149475351414e-05,4.913661318715763e-05,4.98536857635452e-05,3.772019161857342e-05,3.748186646329352e-05,3.7958516773853315e-05
Config2314,"Configuration with Strategy=1, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5234.887950879502,5188.510118762467,5281.2657829965365,-5234.835295337741,-5281.213332481054,-5188.457258194428,9999.945039946922,5188.510118762467,5281.2657829965365,500.184977476866,5188.510118762467,5281.2657829965365,4.728579534707774e-05,4.694893410715074e-05,4.762265658700474e-05,4.930966469428008e-05,4.894932160012538e-05,4.967000778843478e-05
Config2315,"Configuration with Strategy=0, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5261.031917678504,5214.476623101451,5307.5872122555575,-5261.860743823455,-5308.415849177408,-5215.305638469502,9999.331715257604,5214.476623101451,5307.5872122555575,500.012344440947,5214.476623101451,5307.5872122555575,4.864049807870033e-05,4.829491805197498e-05,4.898607810542568e-05,3.731064845907022e-05,3.7077235230989036e-05,3.7544061687151404e-05
Config2316,"Configuration with Strategy=1, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5250.532663004571,5204.087135828573,5296.978190180569,-5249.601608877373,-5296.047209529449,-5203.156008225297,9999.750487393378,5204.087135828573,5296.978190180569,500.700161389112,5204.087135828573,5296.978190180569,4.707433036765053e-05,4.6741148155995236e-05,4.7407512579305825e-05,4.817419789960497e-05,4.782810173334156e-05,4.852029406586838e-05
Config2317,"Configuration with Strategy=0, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5260.608788930739,5214.094224719571,5307.1233531419075,-5259.624439168037,-5306.139039786804,-5213.10983854927,9996.508582904306,5214.094224719571,5307.1233531419075,500.077859980286,5214.094224719571,5307.1233531419075,4.799385678633134e-05,4.765641046737471e-05,4.8331303105287975e-05,3.7366415066138545e-05,3.7132797797422014e-05,3.7600032334855075e-05
Config2318,"Configuration with Strategy=1, N=4, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5246.68090194103,5200.3416737260595,5293.020130156001,-5247.0268413577105,-5293.366093340299,-5200.687589375122,9998.16776863867,5200.3416737260595,5293.020130156001,500.286758758399,5200.3416737260595,5293.020130156001,4.757147614290471e-05,4.723754673172368e-05,4.790540555408574e-05,4.852719949531713e-05,4.818215811538426e-05,4.887224087525e-05
Config2319,"Configuration with Strategy=0, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5261.526329474197,5214.811567662243,5308.2410912861515,-5260.154581126637,-5306.869309878578,-5213.439852374696,9999.842056531774,5214.811567662243,5308.2410912861515,502.107812409096,5214.811567662243,5308.2410912861515,4.9627791563275434e-05,4.927234557657612e-05,4.9983237549974746e-05,3.767897513187641e-05,3.744239721652949e-05,3.791555304722333e-05
Config2320,"Configuration with Strategy=1, N=5, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5268.958777197823,5222.734387891115,5315.183166504531,-5267.769591557998,-5313.99398042082,-5221.545202695176,9999.865503132754,5222.734387891115,5315.183166504531,503.208960795862,5222.734387891115,5315.183166504531,4.690211528539937e-05,4.657640158568794e-05,4.72278289851108e-05,4.7996160307175425e-05,4.765785899153423e-05,4.833446162281662e-05
Config2323,"Configuration with Strategy=0, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5242.8175962941,5195.967226217043,5289.6679663711575,-5243.333510970513,-5290.183987392153,-5196.483034548874,9995.587235927984,5195.967226217043,5289.6679663711575,500.083176414201,5195.967226217043,5289.6679663711575,4.9495149475351414e-05,4.913661318715763e-05,4.98536857635452e-05,3.772019161857342e-05,3.748186646329352e-05,3.7958516773853315e-05
Config2324,"Configuration with Strategy=1, N=2, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5234.887950879502,5188.510118762467,5281.2657829965365,-5234.835295337741,-5281.213332481054,-5188.457258194428,9999.945039946922,5188.510118762467,5281.2657829965365,500.184977476866,5188.510118762467,5281.2657829965365,4.728579534707774e-05,4.694893410715074e-05,4.762265658700474e-05,4.930966469428008e-05,4.894932160012538e-05,4.967000778843478e-05
Config2325,"Configuration with Strategy=0, N=3, lambda=1.4s, m1=0.25s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5261.031917678504,5214.476623101451,5307.5872122555575,-5261.860743823455,-5308.415849177408,-5215.305638469502,9999.331715257604,5214.476623101451,5307.5872122555575,500.012344440947,5214.476623101451,5307.5872122555575,4.864049807870033e-05,4.829491805197498e-05,4.898607810542568e-05,3.731064845907022e-05,3.7077235230989036e-05,3.7544061687151404e-05
