File,Description,mean_W,ci_low_W,ci_high_W,mean_U,ci_low_U,ci_high_U,max_W,ci_low_max_W,ci_high_max_W,min_W,ci_low_min_W,ci_high_min_W,mean_utilization_Q1,ci_low_utilization_Q1,ci_high_utilization_Q1,mean_utilization_Q2,ci_low_utilization_Q2,ci_high_utilization_Q2
Config1204,"Configuration with Strategy=1, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5216.932771949333,5177.91529861905,5255.950245279616,-5216.699451479678,-5255.7171283433545,-5177.681774616001,9999.617549512566,5177.91529861905,5255.950245279616,500.274295441232,5177.91529861905,5255.950245279616,2.70226449764903e-05,2.6876730037808723e-05,2.7168559915171876e-05,2.7121586070353394e-05,2.6975427090579643e-05,2.7267745050127145e-05
Config1205,"Configuration with Strategy=0, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5260.214941904602,5221.02946658592,5299.4004172232835,-5260.723100239741,-5299.908505018603,-5221.537695460879,9998.828527009946,5221.02946658592,5299.4004172232835,500.255745452303,5221.02946658592,5299.4004172232835,2.6719392935392502e-05,2.6578511262576764e-05,2.686027460820824e-05,2.6449428692340246e-05,2.6310124194731834e-05,2.658873318994866e-05
Config1206,"Configuration with Strategy=1, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5243.131873034074,5204.135976497623,5282.127769570524,-5243.14180846457,-5282.137660788489,-5204.145956140652,9998.80938492085,5204.135976497623,5282.127769570524,501.131791909862,5204.135976497623,5282.127769570524,2.6426362939668615e-05,2.6287689552829093e-05,2.6565036326508137e-05,2.6525902543834053e-05,2.6386319059826354e-05,2.6665486027841752e-05
Config1207,"Configuration with Strategy=0, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5229.049307965969,5190.060801218348,5268.03781471359,-5228.297141312268,-5267.285609975701,-5189.3086726488345,9999.780430871913,5190.060801218348,5268.03781471359,500.035526638159,5190.060801218348,5268.03781471359,2.679743816491143e-05,2.6654915274015696e-05,2.693996105580716e-05,2.6476039184537998e-05,2.6336451626582635e-05,2.661562674249336e-05
Config1208,"Configuration with Strategy=1, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5231.493994238341,5192.418829874392,5270.5691586022895,-5231.797631425138,-5270.873011540269,-5192.722251310008,9999.611790049225,5192.418829874392,5270.5691586022895,500.331457491979,5192.418829874392,5270.5691586022895,2.7054813051241823e-05,2.69107988078839e-05,2.7198827294599748e-05,2.7062134661182073e-05,2.6917812363964502e-05,2.7206456958399644e-05
Config1209,"Configuration with Strategy=0, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5242.573529430599,5203.4333999482515,5281.713658912946,-5243.581538130439,-5282.721701560826,-5204.441374700053,9997.815002437614,5203.4333999482515,5281.713658912946,500.867897978593,5203.4333999482515,5281.713658912946,2.6571717064356698e-05,2.6431291627126095e-05,2.67121425015873e-05,2.6459926441404493e-05,2.6320257072609096e-05,2.659959581019989e-05
Config1210,"Configuration with Strategy=1, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",5249.305508901627,5210.416571711972,5288.194446091282,-5248.814277390312,-5287.702932508834,-5209.9256222717895,9998.406421138174,5210.416571711972,5288.194446091282,500.162837423558,5210.416571711972,5288.194446091282,2.634837825731826e-05,2.62109434543572e-05,2.648581306027932e-05,2.646692957150041e-05,2.6328884398751457e-05,2.660497474424936e-05
Config1213,"Configuration with Strategy=0, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5245.613582725669,5206.6780883256915,5284.549077125647,-5245.363470047183,-5284.298949192515,-5206.427990901851,9999.66274608502,5206.6780883256915,5284.549077125647,500.770646389648,5206.6780883256915,5284.549077125647,2.6288808854070822e-05,2.615061642558972e-05,2.6427001282551925e-05,2.6296413169243715e-05,2.6158391782837335e-05,2.6434434555650095e-05
Config1214,"Configuration with Strategy=1, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5216.932771949333,5177.91529861905,5255.950245279616,-5216.699451479678,-5255.7171283433545,-5177.681774616001,9999.617549512566,5177.91529861905,5255.950245279616,500.274295441232,5177.91529861905,5255.950245279616,2.70226449764903e-05,2.6876730037808723e-05,2.7168559915171876e-05,2.7121586070353394e-05,2.6975427090579643e-05,2.7267745050127145e-05
Config1215,"Configuration with Strategy=0, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5260.214941904602,5221.02946658592,5299.4004172232835,-5260.723100239741,-5299.908505018603,-5221.537695460879,9998.828527009946,5221.02946658592,5299.4004172232835,500.255745452303,5221.02946658592,5299.4004172232835,2.6719392935392502e-05,2.6578511262576764e-05,2.686027460820824e-05,2.6449428692340246e-05,2.6310124194731834e-05,2.658873318994866e-05
Config1216,"Configuration with Strategy=1, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5243.131873034074,5204.135976497623,5282.127769570524,-5243.14180846457,-5282.137660788489,-5204.145956140652,9998.80938492085,5204.135976497623,5282.127769570524,501.131791909862,5204.135976497623,5282.127769570524,2.6426362939668615e-05,2.6287689552829093e-05,2.6565036326508137e-05,2.6525902543834053e-05,2.6386319059826354e-05,2.6665486027841752e-05
Config1217,"Configuration with Strategy=0, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5229.049307965969,5190.060801218348,5268.03781471359,-5228.297141312268,-5267.285609975701,-5189.3086726488345,9999.780430871913,5190.060801218348,5268.03781471359,500.035526638159,5190.060801218348,5268.03781471359,2.679743816491143e-05,2.6654915274015696e-05,2.693996105580716e-05,2.6476039184537998e-05,2.6336451626582635e-05,2.661562674249336e-05
Config1218,"Configuration with Strategy=1, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5231.493994238341,5192.418829874392,5270.5691586022895,-5231.797631425138,-5270.873011540269,-5192.722251310008,9999.611790049225,5192.418829874392,5270.5691586022895,500.331457491979,5192.418829874392,5270.5691586022895,2.7054813051241823e-05,2.69107988078839e-05,2.7198827294599748e-05,2.7062134661182073e-05,2.6917812363964502e-05,2.7206456958399644e-05
Config1219,"Configuration with Strategy=0, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5242.573529430599,5203.4333999482515,5281.713658912946,-5243.581538130439,-5282.721701560826,-5204.441374700053,9997.815002437614,5203.4333999482515,5281.713658912946,500.867897978593,5203.4333999482515,5281.713658912946,2.6571717064356698e-05,2.6431291627126095e-05,2.67121425015873e-05,2.6459926441404493e-05,2.6320257072609096e-05,2.659959581019989e-05
Config1220,"Configuration with Strategy=1, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",5249.305508901627,5210.416571711972,5288.194446091282,-5248.814277390312,-5287.702932508834,-5209.9256222717895,9998.406421138174,5210.416571711972,5288.194446091282,500.162837423558,5210.416571711972,5288.194446091282,2.634837825731826e-05,2.62109434543572e-05,2.648581306027932e-05,2.646692957150041e-05,2.6328884398751457e-05,2.660497474424936e-05
Config1223,"Configuration with Strategy=0, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5245.613582725669,5206.6780883256915,5284.549077125647,-5245.363470047183,-5284.298949192515,-5206.427990901851,9999.66274608502,5206.6780883256915,5284.549077125647,500.770646389648,5206.6780883256915,5284.549077125647,2.6288808854070822e-05,2.615061642558972e-05,2.6427001282551925e-05,2.6296413169243715e-05,2.6158391782837335e-05,2.6434434555650095e-05
Config1224,"Configuration with Strategy=1, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5216.932771949333,5177.91529861905,5255.950245279616,-5216.699451479678,-5255.7171283433545,-5177.681774616001,9999.617549512566,5177.91529861905,5255.950245279616,500.274295441232,5177.91529861905,5255.950245279616,2.70226449764903e-05,2.6876730037808723e-05,2.7168559915171876e-05,2.7121586070353394e-05,2.6975427090579643e-05,2.7267745050127145e-05
Config1225,"Configuration with Strategy=0, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5260.214941904602,5221.02946658592,5299.4004172232835,-5260.723100239741,-5299.908505018603,-5221.537695460879,9998.828527009946,5221.02946658592,5299.4004172232835,500.255745452303,5221.02946658592,5299.4004172232835,2.6719392935392502e-05,2.6578511262576764e-05,2.686027460820824e-05,2.6449428692340246e-05,2.6310124194731834e-05,2.658873318994866e-05
Config1226,"Configuration with Strategy=1, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5243.131873034074,5204.135976497623,5282.127769570524,-5243.14180846457,-5282.137660788489,-5204.145956140652,9998.80938492085,5204.135976497623,5282.127769570524,501.131791909862,5204.135976497623,5282.127769570524,2.6426362939668615e-05,2.6287689552829093e-05,2.6565036326508137e-05,2.6525902543834053e-05,2.6386319059826354e-05,2.6665486027841752e-05
Config1227,"Configuration with Strategy=0, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5229.049307965969,5190.060801218348,5268.03781471359,-5228.297141312268,-5267.285609975701,-5189.3086726488345,9999.780430871913,5190.060801218348,5268.03781471359,500.035526638159,5190.060801218348,5268.03781471359,2.679743816491143e-05,2.6654915274015696e-05,2.693996105580716e-05,2.6476039184537998e-05,2.6336451626582635e-05,2.661562674249336e-05
Config1228,"Configuration with Strategy=1, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5231.493994238341,5192.418829874392,5270.5691586022895,-5231.797631425138,-5270.873011540269,-5192.722251310008,9999.611790049225,5192.418829874392,5270.5691586022895,500.331457491979,5192.418829874392,5270.5691586022895,2.7054813051241823e-05,2.69107988078839e-05,2.7198827294599748e-05,2.7062134661182073e-05,2.6917812363964502e-05,2.7206456958399644e-05
Config1229,"Configuration with Strategy=0, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5242.573529430599,5203.4333999482515,5281.713658912946,-5243.581538130439,-5282.721701560826,-5204.441374700053,9997.815002437614,5203.4333999482515,5281.713658912946,500.867897978593,5203.4333999482515,5281.713658912946,2.6571717064356698e-05,2.6431291627126095e-05,2.67121425015873e-05,2.6459926441404493e-05,2.6320257072609096e-05,2.659959581019989e-05
Config1230,"Configuration with Strategy=1, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",5249.305508901627,5210.416571711972,5288.194446091282,-5248.814277390312,-5287.702932508834,-5209.9256222717895,9998.406421138174,5210.416571711972,5288.194446091282,500.162837423558,5210.416571711972,5288.194446091282,2.634837825731826e-05,2.62109434543572e-05,2.648581306027932e-05,2.646692957150041e-05,2.6328884398751457e-05,2.660497474424936e-05
Config1233,"Configuration with Strategy=0, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5245.613582725669,5206.6780883256915,5284.549077125647,-5245.363470047183,-5284.298949192515,-5206.427990901851,9999.66274608502,5206.6780883256915,5284.549077125647,500.770646389648,5206.6780883256915,5284.549077125647,2.6288808854070822e-05,2.615061642558972e-05,2.6427001282551925e-05,2.6296413169243715e-05,2.6158391782837335e-05,2.6434434555650095e-05
Config1234,"Configuration with Strategy=1, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5216.932771949333,5177.91529861905,5255.950245279616,-5216.699451479678,-5255.7171283433545,-5177.681774616001,9999.617549512566,5177.91529861905,5255.950245279616,500.274295441232,5177.91529861905,5255.950245279616,2.70226449764903e-05,2.6876730037808723e-05,2.7168559915171876e-05,2.7121586070353394e-05,2.6975427090579643e-05,2.7267745050127145e-05
Config1235,"Configuration with Strategy=0, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5260.214941904602,5221.02946658592,5299.4004172232835,-5260.723100239741,-5299.908505018603,-5221.537695460879,9998.828527009946,5221.02946658592,5299.4004172232835,500.255745452303,5221.02946658592,5299.4004172232835,2.6719392935392502e-05,2.6578511262576764e-05,2.686027460820824e-05,2.6449428692340246e-05,2.6310124194731834e-05,2.658873318994866e-05
Config1236,"Configuration with Strategy=1, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5243.131873034074,5204.135976497623,5282.127769570524,-5243.14180846457,-5282.137660788489,-5204.145956140652,9998.80938492085,5204.135976497623,5282.127769570524,501.131791909862,5204.135976497623,5282.127769570524,2.6426362939668615e-05,2.6287689552829093e-05,2.6565036326508137e-05,2.6525902543834053e-05,2.6386319059826354e-05,2.6665486027841752e-05
Config1237,"Configuration with Strategy=0, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5229.049307965969,5190.060801218348,5268.03781471359,-5228.297141312268,-5267.285609975701,-5189.3086726488345,9999.780430871913,5190.060801218348,5268.03781471359,500.035526638159,5190.060801218348,5268.03781471359,2.679743816491143e-05,2.6654915274015696e-05,2.693996105580716e-05,2.6476039184537998e-05,2.6336451626582635e-05,2.661562674249336e-05
Config1238,"Configuration with Strategy=1, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5231.493994238341,5192.418829874392,5270.5691586022895,-5231.797631425138,-5270.873011540269,-5192.722251310008,9999.611790049225,5192.418829874392,5270.5691586022895,500.331457491979,5192.418829874392,5270.5691586022895,2.7054813051241823e-05,2.69107988078839e-05,2.7198827294599748e-05,2.7062134661182073e-05,2.6917812363964502e-05,2.7206456958399644e-05
Config1239,"Configuration with Strategy=0, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5242.573529430599,5203.4333999482515,5281.713658912946,-5243.581538130439,-5282.721701560826,-5204.441374700053,9997.815002437614,5203.4333999482515,5281.713658912946,500.867897978593,5203.4333999482515,5281.713658912946,2.6571717064356698e-05,2.6431291627126095e-05,2.67121425015873e-05,2.6459926441404493e-05,2.6320257072609096e-05,2.659959581019989e-05
Config1240,"Configuration with Strategy=1, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",5249.305508901627,5210.416571711972,5288.194446091282,-5248.814277390312,-5287.702932508834,-5209.9256222717895,9998.406421138174,5210.416571711972,5288.194446091282,500.162837423558,5210.416571711972,5288.194446091282,2.634837825731826e-05,2.62109434543572e-05,2.648581306027932e-05,2.646692957150041e-05,2.6328884398751457e-05,2.660497474424936e-05
Config1243,"Configuration with Strategy=0, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5245.613582725669,5206.6780883256915,5284.549077125647,-5245.363470047183,-5284.298949192515,-5206.427990901851,9999.66274608502,5206.6780883256915,5284.549077125647,500.770646389648,5206.6780883256915,5284.549077125647,2.6288808854070822e-05,2.615061642558972e-05,2.6427001282551925e-05,2.6296413169243715e-05,2.6158391782837335e-05,2.6434434555650095e-05
Config1244,"Configuration with Strategy=1, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5216.932771949333,5177.91529861905,5255.950245279616,-5216.699451479678,-5255.7171283433545,-5177.681774616001,9999.617549512566,5177.91529861905,5255.950245279616,500.274295441232,5177.91529861905,5255.950245279616,2.70226449764903e-05,2.6876730037808723e-05,2.7168559915171876e-05,2.7121586070353394e-05,2.6975427090579643e-05,2.7267745050127145e-05
Config1245,"Configuration with Strategy=0, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5260.214941904602,5221.02946658592,5299.4004172232835,-5260.723100239741,-5299.908505018603,-5221.537695460879,9998.828527009946,5221.02946658592,5299.4004172232835,500.255745452303,5221.02946658592,5299.4004172232835,2.6719392935392502e-05,2.6578511262576764e-05,2.686027460820824e-05,2.6449428692340246e-05,2.6310124194731834e-05,2.658873318994866e-05
Config1246,"Configuration with Strategy=1, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5243.131873034074,5204.135976497623,5282.127769570524,-5243.14180846457,-5282.137660788489,-5204.145956140652,9998.80938492085,5204.135976497623,5282.127769570524,501.131791909862,5204.135976497623,5282.127769570524,2.6426362939668615e-05,2.6287689552829093e-05,2.6565036326508137e-05,2.6525902543834053e-05,2.6386319059826354e-05,2.6665486027841752e-05
Config1247,"Configuration with Strategy=0, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5229.049307965969,5190.060801218348,5268.03781471359,-5228.297141312268,-5267.285609975701,-5189.3086726488345,9999.780430871913,5190.060801218348,5268.03781471359,500.035526638159,5190.060801218348,5268.03781471359,2.679743816491143e-05,2.6654915274015696e-05,2.693996105580716e-05,2.6476039184537998e-05,2.6336451626582635e-05,2.661562674249336e-05
Config1248,"Configuration with Strategy=1, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5231.493994238341,5192.418829874392,5270.5691586022895,-5231.797631425138,-5270.873011540269,-5192.722251310008,9999.611790049225,5192.418829874392,5270.5691586022895,500.331457491979,5192.418829874392,5270.5691586022895,2.7054813051241823e-05,2.69107988078839e-05,2.7198827294599748e-05,2.7062134661182073e-05,2.6917812363964502e-05,2.7206456958399644e-05
Config1249,"Configuration with Strategy=0, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5242.573529430599,5203.4333999482515,5281.713658912946,-5243.581538130439,-5282.721701560826,-5204.441374700053,9997.815002437614,5203.4333999482515,5281.713658912946,500.867897978593,5203.4333999482515,5281.713658912946,2.6571717064356698e-05,2.6431291627126095e-05,2.67121425015873e-05,2.6459926441404493e-05,2.6320257072609096e-05,2.659959581019989e-05
Config1250,"Configuration with Strategy=1, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",5249.305508901627,5210.416571711972,5288.194446091282,-5248.814277390312,-5287.702932508834,-5209.9256222717895,9998.406421138174,5210.416571711972,5288.194446091282,500.162837423558,5210.416571711972,5288.194446091282,2.634837825731826e-05,2.62109434543572e-05,2.648581306027932e-05,2.646692957150041e-05,2.6328884398751457e-05,2.660497474424936e-05
Config1253,"Configuration with Strategy=0, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",5245.613582725669,5206.6780883256915,5284.549077125647,-5245.363470047183,-5284.298949192515,-5206.427990901851,9999.66274608502,5206.6780883256915,5284.549077125647,500.770646389648,5206.6780883256915,5284.549077125647,2.6288808854070822e-05,2.615061642558972e-05,2.6427001282551925e-05,2.6296413169243715e-05,2.6158391782837335e-05,2.6434434555650095e-05
Config1254,"Configuration with Strategy=1, N=2, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",5216.932771949333,5177.91529861905,5255.950245279616,-5216.699451479678,-5255.7171283433545,-5177.681774616001,9999.617549512566,5177.91529861905,5255.950245279616,500.274295441232,5177.91529861905,5255.950245279616,2.70226449764903e-05,2.6876730037808723e-05,2.7168559915171876e-05,2.7121586070353394e-05,2.6975427090579643e-05,2.7267745050127145e-05
Config1255,"Configuration with Strategy=0, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",5260.214941904602,5221.02946658592,5299.4004172232835,-5260.723100239741,-5299.908505018603,-5221.537695460879,9998.828527009946,5221.02946658592,5299.4004172232835,500.255745452303,5221.02946658592,5299.4004172232835,2.6719392935392502e-05,2.6578511262576764e-05,2.686027460820824e-05,2.6449428692340246e-05,2.6310124194731834e-05,2.658873318994866e-05
Config1256,"Configuration with Strategy=1, N=3, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",5243.131873034074,5204.135976497623,5282.127769570524,-5243.14180846457,-5282.137660788489,-5204.145956140652,9998.80938492085,5204.135976497623,5282.127769570524,501.131791909862,5204.135976497623,5282.127769570524,2.6426362939668615e-05,2.6287689552829093e-05,2.6565036326508137e-05,2.6525902543834053e-05,2.6386319059826354e-05,2.6665486027841752e-05
Config1257,"Configuration with Strategy=0, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",5229.049307965969,5190.060801218348,5268.03781471359,-5228.297141312268,-5267.285609975701,-5189.3086726488345,9999.780430871913,5190.060801218348,5268.03781471359,500.035526638159,5190.060801218348,5268.03781471359,2.679743816491143e-05,2.6654915274015696e-05,2.693996105580716e-05,2.6476039184537998e-05,2.6336451626582635e-05,2.661562674249336e-05
Config1258,"Configuration with Strategy=1, N=4, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",5231.493994238341,5192.418829874392,5270.5691586022895,-5231.797631425138,-5270.873011540269,-5192.722251310008,9999.611790049225,5192.418829874392,5270.5691586022895,500.331457491979,5192.418829874392,5270.5691586022895,2.7054813051241823e-05,2.69107988078839e-05,2.7198827294599748e-05,2.7062134661182073e-05,2.6917812363964502e-05,2.7206456958399644e-05
Config1259,"Configuration with Strategy=0, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",5242.573529430599,5203.4333999482515,5281.713658912946,-5243.581538130439,-5282.721701560826,-5204.441374700053,9997.815002437614,5203.4333999482515,5281.713658912946,500.867897978593,5203.4333999482515,5281.713658912946,2.6571717064356698e-05,2.6431291627126095e-05,2.67121425015873e-05,2.6459926441404493e-05,2.6320257072609096e-05,2.659959581019989e-05
Config1260,"Configuration with Strategy=1, N=5, lambda=2.0s, m1=0.2s, m2=0.3s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",5249.305508901627,5210.416571711972,5288.194446091282,-5248.814277390312,-5287.702932508834,-5209.9256222717895,9998.406421138174,5210.416571711972,5288.194446091282,500.162837423558,5210.416571711972,5288.194446091282,2.634837825731826e-05,2.62109434543572e-05,2.648581306027932e-05,2.646692957150041e-05,2.6328884398751457e-05,2.660497474424936e-05
Config1263,"Configuration with Strategy=0, N=2, lambda=2.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5216.992066159597,5178.113039663936,5255.871092655258,-5216.786759932911,-5255.665831992235,-5177.907687873587,9999.910254054534,5178.113039663936,5255.871092655258,500.015849467226,5178.113039663936,5255.871092655258,2.9304029304029312e-05,2.9140924311114683e-05,2.946713429694394e-05,2.633519435373433e-05,2.619642406306793e-05,2.647396464440073e-05
Config1264,"Configuration with Strategy=1, N=2, lambda=2.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5201.336722913927,5162.396691804993,5240.276754022861,-5201.695287799108,-5240.635682195048,-5162.754893403168,9998.413349501636,5162.396691804993,5240.276754022861,500.16179877981,5162.396691804993,5240.276754022861,2.9459419649432907e-05,2.9293160975778845e-05,2.962567832308697e-05,3.0003900507065916e-05,2.9832681323836103e-05,3.0175119690295728e-05
Config1265,"Configuration with Strategy=0, N=3, lambda=2.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5206.812231902913,5167.72545931156,5245.899004494265,-5206.852555342804,-5245.939397029642,-5167.7657136559665,9999.148721844003,5167.72545931156,5245.899004494265,500.251119066172,5167.72545931156,5245.899004494265,2.98926852599169e-05,2.9722962017637095e-05,3.0062408502196704e-05,2.6544209380723594e-05,2.6403323088876644e-05,2.6685095672570543e-05
Config1266,"Configuration with Strategy=1, N=3, lambda=2.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5222.937178062398,5183.86927942462,5262.005076700176,-5223.622445688728,-5262.69063433596,-5184.5542570414955,9998.04503366084,5183.86927942462,5262.005076700176,500.20141063112,5183.86927942462,5262.005076700176,2.964983544341329e-05,2.948295410887147e-05,2.981671677795511e-05,3.0031833743768396e-05,2.986146157358446e-05,3.0202205913952332e-05
Config1267,"Configuration with Strategy=0, N=4, lambda=2.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5222.247219888223,5183.5243750138425,5260.970064762604,-5222.016896220365,-5260.739669635753,-5183.294122804978,9999.80766922325,5183.5243750138425,5260.970064762604,500.743594298325,5183.5243750138425,5260.970064762604,2.9138378157871734e-05,2.897818592916829e-05,2.9298570386575177e-05,2.6255677790322154e-05,2.6118014892846267e-05,2.639334068779804e-05
Config1268,"Configuration with Strategy=1, N=4, lambda=2.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5193.016960768179,5153.980809673841,5232.053111862518,-5193.510355525715,-5232.547318239658,-5154.473392811771,9999.40112825601,5153.980809673841,5232.053111862518,500.165256279471,5153.980809673841,5232.053111862518,2.9240621070791544e-05,2.907436008944121e-05,2.940688205214188e-05,2.9489826010026537e-05,2.9321343328222974e-05,2.96583086918301e-05
Config1269,"Configuration with Strategy=0, N=5, lambda=2.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5230.1136982626585,5191.287141322743,5268.940255202574,-5231.11560272328,-5269.942316798163,-5192.288888648397,9998.447924182901,5191.287141322743,5268.940255202574,500.317932903139,5191.287141322743,5268.940255202574,2.8613940711914844e-05,2.845636718139146e-05,2.877151424243823e-05,2.6087863925701763e-05,2.59509352001619e-05,2.6224792651241625e-05
Config1270,"Configuration with Strategy=1, N=5, lambda=2.0s, m1=0.2s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",5221.056387233934,5181.869250181477,5260.243524286392,-5221.942096838681,-5261.129771729207,-5182.754421948155,9999.771273571969,5181.869250181477,5260.243524286392,500.469130264894,5181.869250181477,5260.243524286392,2.989536621823617e-05,2.972575494762659e-05,3.006497748884575e-05,3.015772490123345e-05,2.9985873536959982e-05,3.032957626550692e-05
