File,lambda,m1,m2,L_theoretical_90,L_observed,L_theoretical_low_90,L_theoretical_high_90,Verification
Config2,1.25,0.4,0.4,21.51424169529242,21.072197154658674,19.362817525763173,23.665665864821655,X
Config4,1.25,0.4,0.3,2.3941720779090225,2.590469398712977,2.1547548701181203,2.633589285699925,X
Config6,1.25,0.4,0.25,1.715807707440333,2.0624057857658773,1.5442269366962997,1.8873884781843664,
Config8,1.25,0.4,0.2,1.339758575207866,1.8017477030275533,1.2057827176870795,1.4737344327286526,
Config10,1.25,0.3,0.4,2.3540752133124694,2.536445348569758,2.1186676919812224,2.589482734643716,X
Config12,1.25,0.3,0.3,1.208352530614568,1.594586380432958,1.0875172775531112,1.3291877836760249,
Config14,1.25,0.3,0.25,0.967561061220221,1.434015883740013,0.8708049550981989,1.0643171673422431,
Config16,1.25,0.3,0.2,0.8046453901360823,1.3396572850135704,0.724180851122474,0.8851099291496906,
Config18,1.25,0.25,0.4,1.6184845302919817,1.9352063230106524,1.4566360772627838,1.7803329833211798,
Config20,1.25,0.25,0.3,0.9485454687627882,1.404459543569378,0.8536909218865095,1.043400015639067,
Config22,1.25,0.25,0.25,0.7769497826842282,1.273288854651518,0.6992548044158055,0.854644760952651,
Config24,1.25,0.25,0.2,0.6531423305957424,1.2181567724345599,0.5878280975361683,0.7184565636553166,
Config26,1.25,0.2,0.4,1.23988379026038,1.6704364881361935,1.115895411234342,1.3638721692864177,
Config28,1.25,0.2,0.3,0.773984006447439,1.2758406588072266,0.6965856058026951,0.8513824070921829,
Config30,1.25,0.2,0.25,0.6437062249507447,1.1940592874222995,0.5793356024556703,0.7080768474458192,
Config32,1.25,0.2,0.2,0.5421318779371375,1.1213866598189637,0.48791869014342376,0.5963450657308512,
Config34,1.0,0.4,0.4,1.4934462496398122,1.8155294629351244,1.344101624675831,1.6427908746037934,
Config36,1.0,0.4,0.3,1.0161480289863,1.4765318963804468,0.91453322608767,1.11776283188493,
Config38,1.0,0.4,0.25,0.8732276831647068,1.4004547780880636,0.7859049148482361,0.9605504514811776,
Config40,1.0,0.4,0.2,0.7651496331607253,1.360491712401612,0.6886346698446527,0.8416645964767978,
Config42,1.0,0.3,0.4,0.9844022105946886,1.4290973433022287,0.8859619895352198,1.0828424316541574,
Config44,1.0,0.3,0.3,0.7177783668880333,1.238092948183699,0.64600053019923,0.7895562035768366,
Config46,1.0,0.3,0.25,0.6262085157773007,1.1893949093701386,0.5635876641995707,0.6888293673550308,
Config48,1.0,0.3,0.2,0.551352035444168,1.1653053947724867,0.4962168318997512,0.6064872389885848,
Config50,1.0,0.25,0.4,0.8374752951823448,1.3217469735379694,0.7537277656641103,0.9212228247005791,
Config52,1.0,0.25,0.3,0.6200330456736942,1.1777116666142122,0.5580297411063249,0.6820363502410636,
Config54,1.0,0.25,0.25,0.5407925570951485,1.1135079301519712,0.4867133013856337,0.5948718128046634,
Config56,1.0,0.25,0.2,0.4738899375151187,1.096883666003651,0.4265009437636068,0.5212789312666306,
Config58,1.0,0.2,0.4,0.7283946654809563,1.2629288064469981,0.6555551989328607,0.8012341320290519,
Config60,1.0,0.2,0.3,0.5425576682701447,1.1415689733760506,0.4883019014431303,0.5968134350971592,
Config62,1.0,0.2,0.25,0.4718231719038096,1.0759835239145152,0.4246408547134286,0.5190054890941905,
Config64,1.0,0.2,0.2,0.4098556131142366,1.0627558491852152,0.3688700518028129,0.4508411744256603,
