File,lambda,m1,m2,L_theoretical_85,L_observed,L_theoretical_low_85,L_theoretical_high_85,Verification
Config2,1.25,0.4,0.4,21.51424169529242,21.072197154658674,21.334784521260328,21.693698869324507,
Config4,1.25,0.4,0.3,2.3941720779090225,2.590469398712977,2.3682173434905214,2.4201268123275237,
Config6,1.25,0.4,0.25,1.715807707440333,2.0624057857658773,1.696689614106439,1.734925800774227,
Config8,1.25,0.4,0.2,1.339758575207866,1.8017477030275533,1.3241581123758537,1.3553590380398781,
Config10,1.25,0.3,0.4,2.3540752133124694,2.536445348569758,2.3289635485114215,2.379186878113517,
Config12,1.25,0.3,0.3,1.208352530614568,1.594586380432958,1.195511974082678,1.221193087146458,
Config14,1.25,0.3,0.25,0.967561061220221,1.434015883740013,0.9572001684691736,0.9779219539712682,
Config16,1.25,0.3,0.2,0.8046453901360823,1.3396572850135704,0.7958354563349206,0.813455323937244,
Config18,1.25,0.25,0.4,1.6184845302919817,1.9352063230106524,1.6011137518899063,1.6358553086940573,
Config20,1.25,0.25,0.3,0.9485454687627882,1.404459543569378,0.9387351102989627,0.9583558272266137,
Config22,1.25,0.25,0.25,0.7769497826842282,1.273288854651518,0.769001510417686,0.7848980549507705,
Config24,1.25,0.25,0.2,0.6531423305957424,1.2181567724345599,0.6464325364980804,0.6598521246934046,
Config26,1.25,0.2,0.4,1.23988379026038,1.6704364881361935,1.2265283731956722,1.2532392073250875,
Config28,1.25,0.2,0.3,0.773984006447439,1.2758406588072266,0.7662058505867498,0.7817621623081282,
Config30,1.25,0.2,0.25,0.6437062249507447,1.1940592874222995,0.6373953556918611,0.6500170942096283,
Config32,1.25,0.2,0.2,0.5421318779371375,1.1213866598189637,0.5369213680704686,0.5473423878038065,
Config34,1.0,0.4,0.4,1.4934462496398122,1.8155294629351244,1.4755075264656456,1.5113849728139788,
Config36,1.0,0.4,0.3,1.0161480289863,1.4765318963804468,1.0037619890565586,1.0285340689160416,
Config38,1.0,0.4,0.25,0.8732276831647068,1.4004547780880636,0.8623548444650855,0.8841005218643281,
Config40,1.0,0.4,0.2,0.7651496331607253,1.360491712401612,0.7553066245244043,0.7749926417970462,
Config42,1.0,0.3,0.4,0.9844022105946886,1.4290973433022287,0.9730229010630386,0.9957815201263386,
Config44,1.0,0.3,0.3,0.7177783668880333,1.238092948183699,0.7096414862293992,0.7259152475466675,
Config46,1.0,0.3,0.25,0.6262085157773007,1.1893949093701386,0.6191080855689812,0.6333089459856203,
Config48,1.0,0.3,0.2,0.551352035444168,1.1653053947724867,0.5449897369069122,0.5577143339814238,
Config50,1.0,0.25,0.4,0.8374752951823448,1.3217469735379694,0.8279255721579748,0.8470250182067147,
Config52,1.0,0.25,0.3,0.6200330456736942,1.1777116666142122,0.6132676039512104,0.626798487396178,
Config54,1.0,0.25,0.25,0.5407925570951485,1.1135079301519712,0.5349844430381289,0.5466006711521681,
Config56,1.0,0.25,0.2,0.4738899375151187,1.096883666003651,0.4687819720793968,0.4789979029508405,
Config58,1.0,0.2,0.4,0.7283946654809563,1.2629288064469981,0.7200491441770939,0.7367401867848188,
Config60,1.0,0.2,0.3,0.5425576682701447,1.1415689733760506,0.5366904657658146,0.5484248707744749,
Config62,1.0,0.2,0.25,0.4718231719038096,1.0759835239145152,0.4668548084745155,0.4767915353331037,
Config64,1.0,0.2,0.2,0.4098556131142366,1.0627558491852152,0.405603546399272,0.4141076798292012,
